,code,date,Open,High,Low,Close,Diff,Volume
0,005930,2017-06-29,48040.0,48320.0,47940.0,47940.0,12000,166131
1,005930,2017-06-30,47500.0,47620.0,47100.0,47540.0,20000,237551
2,005930,2017-07-03,47500.0,47780.0,47120.0,47220.0,16000,136111
3,005930,2017-07-04,47160.0,47400.0,46900.0,47000.0,11000,159220
4,005930,2017-07-05,46820.0,47680.0,46780.0,47580.0,29000,212805
5,005930,2017-07-06,48000.0,48100.0,47720.0,48060.0,24000,218461
6,005930,2017-07-07,47740.0,48120.0,47620.0,47860.0,10000,162638
7,005930,2017-07-10,48500.0,48900.0,48320.0,48660.0,40000,215855
8,005930,2017-07-11,48640.0,49000.0,48280.0,49000.0,17000,194356
9,005930,2017-07-12,49000.0,50000.0,48840.0,49880.0,44000,189723
10,005930,2017-07-13,50080.0,50940.0,50040.0,50560.0,34000,320683
11,005930,2017-07-14,51000.0,51080.0,50420.0,50480.0,4000,164780
12,005930,2017-07-17,50900.0,51020.0,50520.0,50640.0,8000,179522
13,005930,2017-07-18,50420.0,50880.0,50360.0,50840.0,10000,141689
14,005930,2017-07-19,50620.0,50820.0,50000.0,50740.0,5000,223150
15,005930,2017-07-20,50760.0,51320.0,50560.0,51200.0,23000,167352
16,005930,2017-07-21,50860.0,51160.0,50520.0,51080.0,6000,168981
17,005930,2017-07-24,50700.0,51000.0,50620.0,50860.0,11000,141995
18,005930,2017-07-25,50500.0,50760.0,49940.0,50000.0,43000,216212
19,005930,2017-07-26,49600.0,50020.0,49300.0,49840.0,8000,224496
20,005930,2017-07-27,50000.0,50640.0,49560.0,49800.0,2000,228990
21,005930,2017-07-28,49800.0,49800.0,47380.0,47760.0,102000,523366
22,005930,2017-07-31,47420.0,48240.0,46920.0,48200.0,22000,254028
23,005930,2017-08-01,48000.0,48840.0,47540.0,48600.0,20000,227390
24,005930,2017-08-02,49200.0,49340.0,48600.0,49000.0,20000,155549
25,005930,2017-08-03,49000.0,49000.0,47120.0,47780.0,61000,310816
26,005930,2017-08-04,48160.0,48180.0,47500.0,47700.0,4000,167184
27,005930,2017-08-07,47500.0,48080.0,47440.0,47580.0,6000,144365
28,005930,2017-08-08,47980.0,48260.0,47480.0,47720.0,7000,159592
29,005930,2017-08-09,47400.0,47400.0,46240.0,46280.0,72000,291108
30,005930,2017-08-10,46200.0,46320.0,45460.0,45900.0,19000,459723
31,005930,2017-08-11,45120.0,45300.0,44220.0,44620.0,64000,508146
32,005930,2017-08-14,45120.0,45400.0,44720.0,45000.0,19000,383712
33,005930,2017-08-16,46220.0,46380.0,46000.0,46200.0,60000,438273
34,005930,2017-08-17,46960.0,47300.0,46740.0,47040.0,42000,248317
35,005930,2017-08-18,46760.0,47240.0,46240.0,46900.0,7000,209559
36,005930,2017-08-21,47240.0,47240.0,46580.0,46840.0,3000,102069
37,005930,2017-08-22,46820.0,47160.0,46700.0,47000.0,8000,147635
38,005930,2017-08-23,47780.0,47780.0,47180.0,47480.0,24000,187694
39,005930,2017-08-24,47520.0,47660.0,47340.0,47520.0,2000,173149
40,005930,2017-08-25,47880.0,47880.0,46720.0,47020.0,25000,224871
41,005930,2017-08-28,47020.0,47240.0,45960.0,46100.0,46000,199242
42,005930,2017-08-29,45640.0,46080.0,45160.0,46080.0,1000,252473
43,005930,2017-08-30,46380.0,46400.0,45960.0,46200.0,6000,150260
44,005930,2017-08-31,46220.0,46640.0,46000.0,46320.0,6000,220234
45,005930,2017-09-01,46460.0,46640.0,46300.0,46480.0,8000,212834
46,005930,2017-09-04,45780.0,46360.0,45500.0,46040.0,22000,158870
47,005930,2017-09-05,46240.0,46900.0,45960.0,46760.0,36000,234322
48,005930,2017-09-06,46760.0,47180.0,46700.0,47000.0,12000,216221
49,005930,2017-09-07,47000.0,48220.0,47000.0,48120.0,56000,193530
50,005930,2017-09-08,48700.0,49180.0,48580.0,49080.0,48000,217860
51,005930,2017-09-11,49700.0,50180.0,49500.0,49800.0,36000,207495
52,005930,2017-09-12,50200.0,50220.0,49140.0,49600.0,10000,240595
53,005930,2017-09-13,49820.0,50400.0,49440.0,49620.0,1000,187140
54,005930,2017-09-14,50060.0,50320.0,49760.0,50300.0,34000,284095
55,005930,2017-09-15,50300.0,50560.0,49860.0,50400.0,5000,215146
56,005930,2017-09-18,50540.0,52480.0,50520.0,52480.0,104000,230499
57,005930,2017-09-19,52500.0,52640.0,51780.0,52120.0,18000,197008
58,005930,2017-09-20,52120.0,52500.0,51840.0,52220.0,5000,185855
59,005930,2017-09-21,52220.0,52960.0,52220.0,52800.0,29000,176796
60,005930,2017-09-22,52960.0,53600.0,52460.0,53000.0,10000,278448
61,005930,2017-09-25,53000.0,53680.0,53000.0,53620.0,31000,186062
62,005930,2017-09-26,53020.0,53120.0,51560.0,51660.0,98000,341144
63,005930,2017-09-27,52000.0,52200.0,51500.0,51680.0,1000,215940
64,005930,2017-09-28,52260.0,52460.0,51260.0,51260.0,21000,240509
65,005930,2017-09-29,51180.0,51620.0,50840.0,51280.0,1000,258188
66,005930,2017-10-10,53360.0,53640.0,52800.0,52800.0,76000,410396
67,005930,2017-10-11,53600.0,54760.0,53340.0,54640.0,92000,273043
68,005930,2017-10-12,54840.0,55160.0,54100.0,54800.0,8000,277814
69,005930,2017-10-13,54540.0,54840.0,53780.0,54000.0,40000,252033
70,005930,2017-10-16,53980.0,54860.0,53760.0,53920.0,4000,195399
71,005930,2017-10-17,54020.0,55380.0,54000.0,54800.0,44000,212156
72,005930,2017-10-18,54820.0,55240.0,54040.0,54760.0,2000,202215
73,005930,2017-10-19,54700.0,54700.0,52980.0,52980.0,89000,242174
74,005930,2017-10-20,52800.0,54100.0,52800.0,53840.0,43000,160541
75,005930,2017-10-23,54600.0,54640.0,54000.0,54300.0,23000,166221
76,005930,2017-10-24,54700.0,54780.0,54040.0,54040.0,13000,116121
77,005930,2017-10-25,54040.0,54420.0,53700.0,53900.0,7000,117657
78,005930,2017-10-26,53720.0,53900.0,52400.0,52400.0,75000,195531
79,005930,2017-10-27,52400.0,53320.0,52140.0,53080.0,34000,147850
80,005930,2017-10-30,53780.0,54320.0,53700.0,54040.0,48000,163923
81,005930,2017-10-31,54060.0,55440.0,53500.0,55080.0,52000,267631
82,005930,2017-11-01,57500.0,57500.0,56180.0,57220.0,107000,290205
83,005930,2017-11-02,57500.0,57520.0,56760.0,57060.0,8000,214421
84,005930,2017-11-03,57060.0,57140.0,55860.0,56380.0,34000,198716
85,005930,2017-11-06,56380.0,56500.0,55340.0,56380.0,0,180019
86,005930,2017-11-07,56380.0,56920.0,55860.0,56100.0,14000,149291
87,005930,2017-11-08,56100.0,57060.0,55860.0,56760.0,33000,170404
88,005930,2017-11-09,56920.0,56920.0,55900.0,56340.0,21000,239881
89,005930,2017-11-10,55800.0,56540.0,55780.0,56400.0,3000,134976
90,005930,2017-11-13,56400.0,56800.0,56100.0,56380.0,1000,176133
91,005930,2017-11-14,56380.0,56740.0,55920.0,55920.0,23000,134500
92,005930,2017-11-15,55920.0,56320.0,55320.0,55340.0,29000,176339
93,005930,2017-11-16,55440.0,56000.0,55400.0,55780.0,22000,152814
94,005930,2017-11-17,56400.0,56880.0,55820.0,55820.0,2000,214663
95,005930,2017-11-20,55900.0,55980.0,55200.0,55200.0,31000,189455
96,005930,2017-11-21,55400.0,55840.0,55280.0,55280.0,4000,206494
97,005930,2017-11-22,55980.0,56200.0,55620.0,55960.0,34000,159059
98,005930,2017-11-23,55960.0,55980.0,55020.0,55300.0,33000,125458
99,005930,2017-11-24,55300.0,55500.0,55180.0,55460.0,8000,90724
100,005930,2017-11-27,55360.0,55360.0,52640.0,52640.0,141000,362578
101,005930,2017-11-28,52700.0,53280.0,51720.0,53280.0,32000,269988
102,005930,2017-11-29,53200.0,53240.0,52500.0,52600.0,34000,191805
103,005930,2017-11-30,50800.0,51860.0,50200.0,50800.0,90000,592683
104,005930,2017-12-01,50800.0,51780.0,50800.0,50840.0,2000,257372
105,005930,2017-12-04,50840.0,51340.0,50020.0,51340.0,25000,297301
106,005930,2017-12-05,50600.0,51300.0,50280.0,51260.0,4000,186531
107,005930,2017-12-06,51260.0,51560.0,50020.0,50020.0,62000,217784
108,005930,2017-12-07,50040.0,50980.0,50020.0,50740.0,36000,221312
109,005930,2017-12-08,51360.0,52000.0,51040.0,52000.0,63000,225809
110,005930,2017-12-11,52000.0,52040.0,51500.0,51780.0,11000,162517
111,005930,2017-12-12,51820.0,52100.0,51660.0,52100.0,16000,175301
112,005930,2017-12-13,52100.0,52100.0,51100.0,51320.0,39000,226674
113,005930,2017-12-14,51320.0,52280.0,51060.0,51060.0,13000,406208
114,005930,2017-12-15,51240.0,51480.0,50520.0,50620.0,22000,298571
115,005930,2017-12-18,50620.0,51240.0,50620.0,51200.0,29000,147005
116,005930,2017-12-19,51540.0,52080.0,51520.0,51560.0,18000,239572
117,005930,2017-12-20,51500.0,51760.0,50820.0,50880.0,34000,201611
118,005930,2017-12-21,51000.0,51060.0,49100.0,49140.0,87000,312486
119,005930,2017-12-22,49400.0,49960.0,49240.0,49700.0,28000,223993
120,005930,2017-12-26,49760.0,50100.0,48200.0,48200.0,75000,320797
121,005930,2017-12-27,48960.0,49560.0,48460.0,49360.0,58000,214872
122,005930,2017-12-28,49560.0,50960.0,49500.0,50960.0,80000,179709
123,005930,2018-01-02,51380.0,51400.0,50780.0,51020.0,3000,169485
124,005930,2018-01-03,52540.0,52560.0,51420.0,51620.0,30000,200270
125,005930,2018-01-04,52120.0,52180.0,50640.0,51080.0,27000,233909
126,005930,2018-01-05,51300.0,52120.0,51200.0,52120.0,52000,189623
127,005930,2018-01-08,52400.0,52520.0,51500.0,52020.0,5000,167673
128,005930,2018-01-09,51460.0,51720.0,49980.0,50400.0,81000,360272
129,005930,2018-01-10,50500.0,50520.0,48640.0,48840.0,78000,371336
130,005930,2018-01-11,48200.0,49260.0,48020.0,48240.0,30000,502476
131,005930,2018-01-12,48240.0,48480.0,46760.0,48200.0,2000,545409
132,005930,2018-01-15,48800.0,48980.0,47920.0,48540.0,17000,201920
133,005930,2018-01-16,48760.0,50140.0,48620.0,50000.0,73000,407793
134,005930,2018-01-17,50020.0,50020.0,49060.0,49620.0,19000,221061
135,005930,2018-01-18,50020.0,50640.0,49820.0,49900.0,14000,296977
136,005930,2018-01-19,50380.0,50380.0,49040.0,49320.0,29000,184399
137,005930,2018-01-22,48640.0,48680.0,47960.0,48240.0,54000,250418
138,005930,2018-01-23,48660.0,49160.0,48300.0,49160.0,46000,270654
139,005930,2018-01-24,48860.0,49700.0,48560.0,49340.0,9000,191010
140,005930,2018-01-25,49220.0,50360.0,49160.0,50260.0,46000,223207
141,005930,2018-01-26,50500.0,50780.0,49840.0,50780.0,26000,207002
142,005930,2018-01-29,51200.0,51480.0,50900.0,51220.0,22000,236776
143,005930,2018-01-30,50440.0,50640.0,49780.0,49800.0,71000,245691
144,005930,2018-01-31,50020.0,54140.0,49600.0,49900.0,5000,1293626
145,005930,2018-02-01,50620.0,50960.0,49720.0,49820.0,4000,552189
146,005930,2018-02-02,49380.0,49400.0,47700.0,47700.0,106000,585207
147,005930,2018-02-05,46500.0,48320.0,46000.0,47920.0,11000,567158
148,005930,2018-02-06,46600.0,47920.0,46580.0,47420.0,25000,388129
149,005930,2018-02-07,48240.0,48260.0,45800.0,45800.0,81000,468961
150,005930,2018-02-08,46120.0,46620.0,45980.0,46000.0,10000,465021
151,005930,2018-02-09,44440.0,45180.0,44420.0,44700.0,65000,349300
152,005930,2018-02-12,45100.0,46320.0,45040.0,45720.0,51000,315099
153,005930,2018-02-13,46200.0,48060.0,46200.0,47540.0,91000,378465
154,005930,2018-02-14,48080.0,49100.0,47940.0,49000.0,73000,378118
155,005930,2018-02-19,49800.0,49800.0,47860.0,48380.0,31000,307069
156,005930,2018-02-20,48040.0,48160.0,47220.0,47400.0,49000,202452
157,005930,2018-02-21,47280.0,47580.0,46840.0,47280.0,6000,257604
158,005930,2018-02-22,47260.0,47260.0,46760.0,46760.0,26000,177399
159,005930,2018-02-23,46760.0,47800.0,46760.0,47220.0,23000,248466
160,005930,2018-02-26,47280.0,47560.0,47080.0,47380.0,8000,191213
161,005930,2018-02-27,48360.0,48380.0,47380.0,47380.0,0,196611
162,005930,2018-02-28,47380.0,48100.0,47000.0,47060.0,16000,303247
163,005930,2018-03-02,46580.0,46800.0,46000.0,46020.0,52000,265310
164,005930,2018-03-05,45820.0,46160.0,45080.0,45200.0,41000,282019
165,005930,2018-03-06,45920.0,47100.0,45820.0,47020.0,91000,308467
166,005930,2018-03-07,48200.0,48900.0,47220.0,48620.0,80000,428541
167,005930,2018-03-08,49200.0,49480.0,48080.0,49200.0,29000,389273
168,005930,2018-03-09,49440.0,50540.0,49240.0,49740.0,27000,286088
169,005930,2018-03-12,50560.0,50780.0,49580.0,49740.0,0,173779
170,005930,2018-03-13,50760.0,51660.0,50360.0,51660.0,96000,401974
171,005930,2018-03-14,51020.0,52000.0,51000.0,51760.0,5000,254265
172,005930,2018-03-15,52000.0,52020.0,51020.0,51540.0,11000,177649
173,005930,2018-03-16,51220.0,51420.0,50240.0,51140.0,20000,243698
174,005930,2018-03-19,50620.0,51340.0,50440.0,50740.0,20000,164377
175,005930,2018-03-20,50700.0,51200.0,50100.0,51200.0,23000,163865
176,005930,2018-03-21,51780.0,51780.0,51060.0,51060.0,7000,178104
177,005930,2018-03-22,51060.0,51780.0,51040.0,51780.0,36000,169082
178,005930,2018-03-23,50340.0,50720.0,49600.0,49720.0,103000,297099
179,005930,2018-03-26,49420.0,50280.0,49040.0,50280.0,28000,201155
180,005930,2018-03-27,50320.0,50460.0,49080.0,49980.0,15000,237480
181,005930,2018-03-28,49100.0,49100.0,48340.0,48700.0,64000,303189
182,005930,2018-03-29,48700.0,49560.0,48320.0,49040.0,17000,201340
183,005930,2018-03-30,49080.0,49900.0,49080.0,49220.0,9000,155542
184,005930,2018-04-02,49000.0,49220.0,48500.0,48540.0,34000,142313
185,005930,2018-04-03,47880.0,48140.0,47280.0,48120.0,21000,255365
186,005930,2018-04-04,48160.0,48260.0,46920.0,46920.0,60000,247684
187,005930,2018-04-05,47400.0,49380.0,47340.0,48740.0,91000,264912
188,005930,2018-04-06,48000.0,48580.0,47400.0,48400.0,17000,250654
189,005930,2018-04-09,48260.0,49440.0,48200.0,49200.0,40000,199008
190,005930,2018-04-10,48540.0,49220.0,48040.0,48880.0,16000,219687
191,005930,2018-04-11,49900.0,49900.0,48600.0,48860.0,1000,201022
192,005930,2018-04-12,49440.0,49440.0,48880.0,49000.0,7000,249325
193,005930,2018-04-13,49600.0,50180.0,49400.0,49800.0,40000,205566
194,005930,2018-04-16,50320.0,50600.0,49860.0,50340.0,27000,157549
195,005930,2018-04-17,50240.0,50540.0,49820.0,49980.0,18000,155440
196,005930,2018-04-18,51000.0,51360.0,50580.0,51360.0,69000,269252
197,005930,2018-04-19,52000.0,52980.0,51540.0,52780.0,71000,343811
198,005930,2018-04-20,51800.0,52260.0,51420.0,51620.0,58000,235220
199,005930,2018-04-23,51000.0,52080.0,51000.0,51900.0,14000,232380
200,005930,2018-04-24,51840.0,51860.0,50080.0,50460.0,72000,315406
201,005930,2018-04-25,49220.0,50500.0,49220.0,50400.0,3000,332292
202,005930,2018-04-26,50420.0,52160.0,50400.0,52140.0,87000,360931
203,005930,2018-04-27,53380.0,53640.0,52440.0,53000.0,43000,606216
207,005930,2018-05-04,53000.0,53900.0,51800.0,51900.0,1100,39565391
208,005930,2018-05-08,52600.0,53200.0,51900.0,52600.0,700,23104720
209,005930,2018-05-09,52600.0,52800.0,50900.0,50900.0,1700,16128305
210,005930,2018-05-10,51700.0,51700.0,50600.0,51600.0,700,13905263
211,005930,2018-05-11,52000.0,52200.0,51200.0,51300.0,300,10314997
212,005930,2018-05-14,51000.0,51100.0,49900.0,50100.0,1200,14909272
213,005930,2018-05-15,50200.0,50400.0,49100.0,49200.0,900,18709146
214,005930,2018-05-16,49200.0,50200.0,49150.0,49850.0,650,15918683
215,005930,2018-05-17,50300.0,50500.0,49400.0,49400.0,450,10365440
216,005930,2018-05-18,49900.0,49900.0,49350.0,49500.0,100,6706570
217,005930,2018-05-21,49650.0,50200.0,49100.0,50000.0,500,9020998
218,005930,2018-05-23,50600.0,52000.0,50400.0,51800.0,1800,17095490
219,005930,2018-05-24,52000.0,52000.0,51100.0,51400.0,400,8289275
220,005930,2018-05-25,51000.0,52800.0,50800.0,52700.0,1300,15207266
221,005930,2018-05-28,52500.0,53000.0,52000.0,52300.0,400,9787820
222,005930,2018-05-29,52200.0,52500.0,51300.0,51300.0,1000,8480437
223,005930,2018-05-30,51300.0,51500.0,49100.0,49500.0,1800,20498098
224,005930,2018-05-31,50400.0,50800.0,49850.0,50700.0,1200,63491109
225,005930,2018-06-01,50500.0,51700.0,49950.0,51300.0,600,13038499
226,005930,2018-06-04,50800.0,51200.0,50700.0,51100.0,200,9767171
227,005930,2018-06-05,51100.0,51400.0,50400.0,51300.0,200,9144100
228,005930,2018-06-07,51800.0,51800.0,50500.0,50600.0,700,13590016
229,005930,2018-06-08,50200.0,50400.0,49600.0,49650.0,950,16951706
230,005930,2018-06-11,49750.0,50300.0,49350.0,49900.0,250,10571312
231,005930,2018-06-12,49700.0,49800.0,49250.0,49400.0,500,12110569
232,005930,2018-06-14,49000.0,49000.0,48200.0,48200.0,1200,20971729
233,005930,2018-06-15,48500.0,48700.0,47650.0,47650.0,550,17080892
234,005930,2018-06-18,47600.0,47650.0,46200.0,46600.0,1050,16661870
235,005930,2018-06-19,47200.0,47350.0,46500.0,47000.0,400,15217971
236,005930,2018-06-20,47450.0,47600.0,46850.0,47000.0,0,12959316
237,005930,2018-06-21,47900.0,47900.0,47050.0,47050.0,50,10015541
238,005930,2018-06-22,47000.0,47250.0,46200.0,47250.0,200,10298006
239,005930,2018-06-25,47050.0,47050.0,46150.0,46650.0,600,10587711
240,005930,2018-06-26,45900.0,47300.0,45900.0,47000.0,350,11223166
241,005930,2018-06-27,47450.0,48500.0,47000.0,47950.0,950,15274752
242,005930,2018-06-28,46850.0,47150.0,46600.0,46800.0,1150,12784800
243,005930,2018-06-29,46250.0,47150.0,46200.0,46650.0,150,14099635
244,005930,2018-07-02,46500.0,47150.0,45500.0,45550.0,1100,13112253
245,005930,2018-07-03,45750.0,46450.0,45750.0,46150.0,600,10959655
246,005930,2018-07-04,46700.0,47050.0,46050.0,46250.0,100,8776763
247,005930,2018-07-05,46100.0,46550.0,45600.0,45950.0,300,7039773
248,005930,2018-07-06,45500.0,45850.0,44650.0,44900.0,1050,17843706
249,005930,2018-07-09,45500.0,46100.0,45200.0,45600.0,700,11602464
250,005930,2018-07-10,46200.0,46550.0,46100.0,46300.0,700,10528665
251,005930,2018-07-11,46400.0,46450.0,45400.0,46000.0,300,11224077
252,005930,2018-07-12,45900.0,46250.0,45450.0,45500.0,500,11828104
253,005930,2018-07-13,45800.0,46500.0,45750.0,46500.0,1000,11543389
254,005930,2018-07-16,46800.0,46800.0,46000.0,46050.0,450,7678719
255,005930,2018-07-17,46150.0,46200.0,45600.0,45850.0,200,8892953
256,005930,2018-07-18,46700.0,47200.0,46450.0,46550.0,700,10952645
257,005930,2018-07-19,47050.0,47200.0,46600.0,46900.0,350,9880128
258,005930,2018-07-20,47000.0,47600.0,46700.0,47450.0,550,10474547
259,005930,2018-07-23,47100.0,47200.0,46150.0,46500.0,950,10823782
260,005930,2018-07-24,46350.0,46600.0,45950.0,46150.0,350,8261363
261,005930,2018-07-25,46250.0,46550.0,45900.0,46150.0,0,7222471
262,005930,2018-07-26,46100.0,47000.0,46000.0,46900.0,750,7374946
263,005930,2018-07-27,46450.0,47000.0,46450.0,46900.0,0,4762460
264,005930,2018-07-30,46550.0,46800.0,46350.0,46500.0,400,5723035
265,005930,2018-07-31,46200.0,46450.0,46000.0,46250.0,250,8033607
266,005930,2018-08-01,46050.0,46850.0,46050.0,46550.0,300,7484499
267,005930,2018-08-02,46550.0,46800.0,45500.0,45550.0,1000,8560924
268,005930,2018-08-03,45850.0,45900.0,45450.0,45750.0,200,8274944
269,005930,2018-08-06,46150.0,46150.0,45750.0,45800.0,50,6771979
270,005930,2018-08-07,46300.0,46750.0,45900.0,46700.0,900,9058174
271,005930,2018-08-08,47000.0,47000.0,46550.0,46800.0,100,6429338
272,005930,2018-08-09,47000.0,47050.0,46450.0,46900.0,100,12010886
273,005930,2018-08-10,46150.0,46400.0,44850.0,45400.0,1500,16670643
274,005930,2018-08-13,44950.0,45100.0,44650.0,45050.0,350,9803831
275,005930,2018-08-14,44850.0,45400.0,44850.0,45150.0,100,6409259
276,005930,2018-08-16,43800.0,44650.0,43700.0,44250.0,900,10088229
277,005930,2018-08-17,44050.0,44400.0,44050.0,44100.0,150,6808747
278,005930,2018-08-20,43500.0,44200.0,43500.0,43850.0,250,7289124
279,005930,2018-08-21,43700.0,44900.0,43700.0,44800.0,950,9520270
280,005930,2018-08-22,45150.0,46200.0,44900.0,46100.0,1300,11641656
281,005930,2018-08-23,46150.0,46200.0,45700.0,46200.0,100,6730918
282,005930,2018-08-24,45900.0,46400.0,45550.0,46150.0,50,6582535
283,005930,2018-08-27,46100.0,46550.0,46000.0,46300.0,150,5263782
284,005930,2018-08-28,46800.0,46950.0,46300.0,46550.0,250,7365976
285,005930,2018-08-29,46750.0,46800.0,46400.0,46800.0,250,5572374
286,005930,2018-08-30,46950.0,47950.0,46700.0,47650.0,850,12193231
287,005930,2018-08-31,47100.0,48450.0,47000.0,48450.0,800,13577454
288,005930,2018-09-03,48200.0,48300.0,47300.0,47450.0,1000,8595084
289,005930,2018-09-04,47550.0,47800.0,47200.0,47650.0,200,6791255
290,005930,2018-09-05,47300.0,47450.0,46400.0,46600.0,1050,9139998
291,005930,2018-09-06,46200.0,46400.0,45800.0,46100.0,500,9040553
292,005930,2018-09-07,44500.0,45200.0,44400.0,44900.0,1200,18285508
293,005930,2018-09-10,45450.0,45550.0,45000.0,45500.0,600,9979838
294,005930,2018-09-11,45550.0,45900.0,45050.0,45050.0,450,9865790
295,005930,2018-09-12,44900.0,45100.0,44500.0,44550.0,500,12995269
296,005930,2018-09-13,44550.0,44750.0,44000.0,44050.0,500,18277942
297,005930,2018-09-14,45000.0,45850.0,44900.0,45850.0,1800,12446344
298,005930,2018-09-17,45550.0,45800.0,44900.0,45150.0,700,8123384
299,005930,2018-09-18,44950.0,45900.0,44700.0,45500.0,350,9987090
300,005930,2018-09-19,46000.0,46200.0,45700.0,46150.0,650,9367454
301,005930,2018-09-20,46850.0,47600.0,46400.0,47250.0,1100,13536966
302,005930,2018-09-21,46550.0,47550.0,46550.0,47400.0,150,14476906
303,005930,2018-09-27,46950.0,47500.0,46450.0,47500.0,100,15804586
304,005930,2018-09-28,47250.0,47250.0,46300.0,46450.0,1050,11270515
305,005930,2018-10-01,46450.0,46800.0,45800.0,46350.0,100,6354983
306,005930,2018-10-02,46450.0,46700.0,45700.0,45700.0,650,6607188
307,005930,2018-10-04,45150.0,45600.0,44700.0,44700.0,1000,11865327
308,005930,2018-10-05,44800.0,45500.0,44550.0,44700.0,0,10544165
309,005930,2018-10-08,44200.0,45200.0,44200.0,44950.0,250,6759464
310,005930,2018-10-10,45250.0,45500.0,44500.0,45300.0,350,10341349
311,005930,2018-10-11,44000.0,44650.0,43100.0,43100.0,2200,19324537
312,005930,2018-10-12,43200.0,44650.0,43200.0,44000.0,900,12640906
313,005930,2018-10-15,44050.0,44050.0,43350.0,43800.0,200,7434522
314,005930,2018-10-16,43700.0,44150.0,43350.0,43600.0,200,6825677
315,005930,2018-10-17,44150.0,44500.0,44000.0,44150.0,550,8306193
316,005930,2018-10-18,43950.0,44450.0,43700.0,44050.0,100,8347725
317,005930,2018-10-19,43900.0,44150.0,43450.0,43900.0,150,7842520
318,005930,2018-10-22,43450.0,43950.0,43200.0,43550.0,350,8357648
319,005930,2018-10-23,43300.0,43450.0,42550.0,43050.0,500,9531231
320,005930,2018-10-24,43050.0,43100.0,42250.0,42550.0,500,13522825
321,005930,2018-10-25,40600.0,41550.0,40550.0,41000.0,1550,19338170
322,005930,2018-10-26,41100.0,41300.0,40400.0,41000.0,0,14413864
323,005930,2018-10-29,40850.0,41950.0,40550.0,41400.0,400,14460521
324,005930,2018-10-30,41400.0,43000.0,41000.0,42350.0,950,14205190
325,005930,2018-10-31,42900.0,43350.0,41700.0,42400.0,50,17621480
326,005930,2018-11-01,42450.0,42950.0,42150.0,42150.0,250,13423132
327,005930,2018-11-02,43050.0,44250.0,42800.0,44150.0,2000,16517112
328,005930,2018-11-05,43750.0,43800.0,42900.0,43800.0,350,9426777
329,005930,2018-11-06,43750.0,43800.0,42950.0,43750.0,50,7713625
330,005930,2018-11-07,43600.0,44500.0,43400.0,44000.0,250,11553998
331,005930,2018-11-08,44900.0,45050.0,44050.0,44050.0,50,12617397
332,005930,2018-11-09,44450.0,44850.0,43900.0,44300.0,250,7318500
333,005930,2018-11-12,43850.0,45250.0,43700.0,45200.0,900,8552566
334,005930,2018-11-13,43900.0,44500.0,43400.0,44500.0,700,9311126
335,005930,2018-11-14,44500.0,44500.0,43800.0,44100.0,400,6783344
336,005930,2018-11-15,44050.0,44350.0,43500.0,44250.0,150,5864067
337,005930,2018-11-16,44600.0,44750.0,43700.0,44000.0,250,7777124
338,005930,2018-11-19,44050.0,44250.0,43450.0,43650.0,350,7538720
339,005930,2018-11-20,42450.0,43000.0,42100.0,42800.0,850,9420664
340,005930,2018-11-21,41800.0,42300.0,41800.0,42100.0,700,10769589
